Source Name	Comment[ENA_SAMPLE]	Comment[ENA_ALIAS]	Characteristics[organism]	Term Source REF	Term Accession Number	Characteristics[strain]	Characteristics[genotype]	Characteristics[developmental stage]	Term Source REF	Term Accession Number	Characteristics[sex]	Characteristics[organism part]	Term Source REF	Term Accession Number	Characteristics[age]	Unit[time unit]	Characteristics[initial time point]	Description	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Comment[RIBOSOMAL_RNA_TREATMENTS]	Extract Name	Comment[library_name]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Comment[LIBRARY_LAYOUT]	Protocol REF	Performer	Assay Name	Technology Type	Comment[technical replicate group]	Comment[ENA_EXPERIMENT]	Comment[INSTRUMENT_MODEL]	Comment[DATE_FIRST_PUBLIC]	Scan Name	Comment[ENA_RUN]	Comment[LINK_TO_PROTOCOLS]	Comment[Center]	Comment[FASTQ_URI]	Factor Value[developmental stage]	Term Source REF	Term Accession Number	Factor Value[sex]	Factor Value[organism part]	Term Source REF	Term Accession Number
SRS258166	SRS258166	Caenorhabditis elegans N2 early embryo EE_50-90 RNA library	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	proliferating embryo Ce	WBls	WBls:0000004	hermaphrodite	organism	WBbt	WBbt:0007833	50-200	minute	cleavage of the egg cell	Illumina sequencing of C. elegans N2 early embryo EE_50-90 polyA+ RNAseq random  fragment library  Make eggs, hatch in the absence of food to get them all in L1 arrest, add food  and wait 50 hours. Eggs are then harvested from the adults -- just a few have  an egg or two. Then the eggs are incubated for 90 minutes.  This sample is available through the modENCODE DCC (www.modencode.org) as: N2_EE_50-90  Local library name: N2_EE_50-90  Quality values are ASCII encoded Phred + 33.  Flowcell 62UHPAAXX was processed with GAPipeline1.8 and is 76bp. Flowcell B007UABXX was processed with GAPipeline1.7 and is 100bp. Flowcell B00TWABXX was processed with GAPipeline1.12 and is 100bp.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	  	SRS258166 extract_PAIRED	N2_EE_50-90	cDNA	TRANSCRIPTOMIC	EST	PAIRED	P-MTAB-40471	UWGS-RW	SRX092479	sequencing assay	52	SRX092479	Illumina HiSeq 2000	23/08/2011	SRR332927_1	SRR332927	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR332/SRR332927/SRR332927_1.fastq.gz	proliferating embryo Ce	WBls	WBls:0000004	hermaphrodite	organism	WBbt	WBbt:0007833
SRS258166	SRS258166	Caenorhabditis elegans N2 early embryo EE_50-90 RNA library	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	proliferating embryo Ce	WBls	WBls:0000004	hermaphrodite	organism	WBbt	WBbt:0007833	50-200	minute	cleavage of the egg cell	Illumina sequencing of C. elegans N2 early embryo EE_50-90 polyA+ RNAseq random  fragment library  Make eggs, hatch in the absence of food to get them all in L1 arrest, add food  and wait 50 hours. Eggs are then harvested from the adults -- just a few have  an egg or two. Then the eggs are incubated for 90 minutes.  This sample is available through the modENCODE DCC (www.modencode.org) as: N2_EE_50-90  Local library name: N2_EE_50-90  Quality values are ASCII encoded Phred + 33.  Flowcell 62UHPAAXX was processed with GAPipeline1.8 and is 76bp. Flowcell B007UABXX was processed with GAPipeline1.7 and is 100bp. Flowcell B00TWABXX was processed with GAPipeline1.12 and is 100bp.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	  	SRS258166 extract_PAIRED	N2_EE_50-90	cDNA	TRANSCRIPTOMIC	EST	PAIRED	P-MTAB-40471	UWGS-RW	SRX092479	sequencing assay	52	SRX092479	Illumina HiSeq 2000	23/08/2011	SRR332927_2	SRR332927	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR332/SRR332927/SRR332927_2.fastq.gz	proliferating embryo Ce	WBls	WBls:0000004	hermaphrodite	organism	WBbt	WBbt:0007833
SRS258166	SRS258166	Caenorhabditis elegans N2 early embryo EE_50-90 RNA library	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	proliferating embryo Ce	WBls	WBls:0000004	hermaphrodite	organism	WBbt	WBbt:0007833	50-200	minute	cleavage of the egg cell	Illumina sequencing of C. elegans N2 early embryo EE_50-90 polyA+ RNAseq random  fragment library  Make eggs, hatch in the absence of food to get them all in L1 arrest, add food  and wait 50 hours. Eggs are then harvested from the adults -- just a few have  an egg or two. Then the eggs are incubated for 90 minutes.  This sample is available through the modENCODE DCC (www.modencode.org) as: N2_EE_50-90  Local library name: N2_EE_50-90  Quality values are ASCII encoded Phred + 33.  Flowcell 62UHPAAXX was processed with GAPipeline1.8 and is 76bp. Flowcell B007UABXX was processed with GAPipeline1.7 and is 100bp. Flowcell B00TWABXX was processed with GAPipeline1.12 and is 100bp.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	  	SRS258166 extract_SINGLE	N2_EE_50-90	cDNA	TRANSCRIPTOMIC	EST	SINGLE	P-MTAB-40471	UWGS-RW	SRX099915	sequencing assay	52	SRX099915	Illumina HiSeq 2000	08/10/2011	SRR350958	SRR350958	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR350/SRR350958/SRR350958.fastq.gz	proliferating embryo Ce	WBls	WBls:0000004	hermaphrodite	organism	WBbt	WBbt:0007833
SRS258166	SRS258166	Caenorhabditis elegans N2 early embryo EE_50-90 RNA library	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	proliferating embryo Ce	WBls	WBls:0000004	hermaphrodite	organism	WBbt	WBbt:0007833	50-200	minute	cleavage of the egg cell	Illumina sequencing of C. elegans N2 early embryo EE_50-90 polyA+ RNAseq random  fragment library  Make eggs, hatch in the absence of food to get them all in L1 arrest, add food  and wait 50 hours. Eggs are then harvested from the adults -- just a few have  an egg or two. Then the eggs are incubated for 90 minutes.  This sample is available through the modENCODE DCC (www.modencode.org) as: N2_EE_50-90  Local library name: N2_EE_50-90  Quality values are ASCII encoded Phred + 33.  Flowcell 62UHPAAXX was processed with GAPipeline1.8 and is 76bp. Flowcell B007UABXX was processed with GAPipeline1.7 and is 100bp. Flowcell B00TWABXX was processed with GAPipeline1.12 and is 100bp.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	  	SRS258166 extract_PAIRED	N2_EE_50-90	cDNA	TRANSCRIPTOMIC	EST	PAIRED	P-MTAB-40471	UWGS-RW	SRX103651	sequencing assay	52	SRX103651	Illumina HiSeq 2000	01/11/2011	SRR359066_1	SRR359066	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR359/SRR359066/SRR359066_1.fastq.gz	proliferating embryo Ce	WBls	WBls:0000004	hermaphrodite	organism	WBbt	WBbt:0007833
SRS258166	SRS258166	Caenorhabditis elegans N2 early embryo EE_50-90 RNA library	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	proliferating embryo Ce	WBls	WBls:0000004	hermaphrodite	organism	WBbt	WBbt:0007833	50-200	minute	cleavage of the egg cell	Illumina sequencing of C. elegans N2 early embryo EE_50-90 polyA+ RNAseq random  fragment library  Make eggs, hatch in the absence of food to get them all in L1 arrest, add food  and wait 50 hours. Eggs are then harvested from the adults -- just a few have  an egg or two. Then the eggs are incubated for 90 minutes.  This sample is available through the modENCODE DCC (www.modencode.org) as: N2_EE_50-90  Local library name: N2_EE_50-90  Quality values are ASCII encoded Phred + 33.  Flowcell 62UHPAAXX was processed with GAPipeline1.8 and is 76bp. Flowcell B007UABXX was processed with GAPipeline1.7 and is 100bp. Flowcell B00TWABXX was processed with GAPipeline1.12 and is 100bp.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	  	SRS258166 extract_PAIRED	N2_EE_50-90	cDNA	TRANSCRIPTOMIC	EST	PAIRED	P-MTAB-40471	UWGS-RW	SRX103651	sequencing assay	52	SRX103651	Illumina HiSeq 2000	01/11/2011	SRR359066_2	SRR359066	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR359/SRR359066/SRR359066_2.fastq.gz	proliferating embryo Ce	WBls	WBls:0000004	hermaphrodite	organism	WBbt	WBbt:0007833
SRS266261	SRS266261	Caenorhabditis elegans N2 early embryo EE_50-570 RNA library	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	3-fold embryo Ce	WBls	WBls:0000020	hermaphrodite	organism	WBbt	WBbt:0007833	530-680	minute	cleavage of the egg cell	Illumina sequencing of C. elegans N2 early embryo EE_50-570 polyA+ RNAseq random  fragment library  Make eggs, hatch in the absence of food to get them all in L1 arrest, add food  and wait 50 hours. Eggs are then harvested from the adults -- just a few have  an egg or two. Then the eggs are incubated for 570 minutes.  This sample is one of a series of developmental timepoints for N2_EE_50 samples.   This sample is available through the modENCODE DCC (www.modencode.org) as: N2_EE_50-570  Local library name: N2_EE_50-570  Quality values are ASCII encoded Phred + 33.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	  	SRS266261 extract_PAIRED	N2_EE_50-570	cDNA	TRANSCRIPTOMIC	EST	PAIRED	P-MTAB-40471	UWGS-RW	SRX099973	sequencing assay	53	SRX099973	Illumina HiSeq 2000	08/10/2011	SRR350987_1	SRR350987	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR350/SRR350987/SRR350987_1.fastq.gz	3-fold embryo Ce	WBls	WBls:0000020	hermaphrodite	organism	WBbt	WBbt:0007833
SRS266261	SRS266261	Caenorhabditis elegans N2 early embryo EE_50-570 RNA library	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	3-fold embryo Ce	WBls	WBls:0000020	hermaphrodite	organism	WBbt	WBbt:0007833	530-680	minute	cleavage of the egg cell	Illumina sequencing of C. elegans N2 early embryo EE_50-570 polyA+ RNAseq random  fragment library  Make eggs, hatch in the absence of food to get them all in L1 arrest, add food  and wait 50 hours. Eggs are then harvested from the adults -- just a few have  an egg or two. Then the eggs are incubated for 570 minutes.  This sample is one of a series of developmental timepoints for N2_EE_50 samples.   This sample is available through the modENCODE DCC (www.modencode.org) as: N2_EE_50-570  Local library name: N2_EE_50-570  Quality values are ASCII encoded Phred + 33.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	  	SRS266261 extract_PAIRED	N2_EE_50-570	cDNA	TRANSCRIPTOMIC	EST	PAIRED	P-MTAB-40471	UWGS-RW	SRX099973	sequencing assay	53	SRX099973	Illumina HiSeq 2000	08/10/2011	SRR350987_2	SRR350987	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR350/SRR350987/SRR350987_2.fastq.gz	3-fold embryo Ce	WBls	WBls:0000020	hermaphrodite	organism	WBbt	WBbt:0007833
SRS266261	SRS266261	Caenorhabditis elegans N2 early embryo EE_50-570 RNA library	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	3-fold embryo Ce	WBls	WBls:0000020	hermaphrodite	organism	WBbt	WBbt:0007833	530-680	minute	cleavage of the egg cell	Illumina sequencing of C. elegans N2 early embryo EE_50-570 polyA+ RNAseq random  fragment library  Make eggs, hatch in the absence of food to get them all in L1 arrest, add food  and wait 50 hours. Eggs are then harvested from the adults -- just a few have  an egg or two. Then the eggs are incubated for 570 minutes.  This sample is one of a series of developmental timepoints for N2_EE_50 samples.   This sample is available through the modENCODE DCC (www.modencode.org) as: N2_EE_50-570  Local library name: N2_EE_50-570  Quality values are ASCII encoded Phred + 33.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	  	SRS266261 extract_PAIRED	N2_EE_50-570	cDNA	TRANSCRIPTOMIC	EST	PAIRED	P-MTAB-40471	UWGS-RW	SRX099973	sequencing assay	53	SRX099973	Illumina HiSeq 2000	08/10/2011	SRR350988_1	SRR350988	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR350/SRR350988/SRR350988_1.fastq.gz	3-fold embryo Ce	WBls	WBls:0000020	hermaphrodite	organism	WBbt	WBbt:0007833
SRS266261	SRS266261	Caenorhabditis elegans N2 early embryo EE_50-570 RNA library	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	3-fold embryo Ce	WBls	WBls:0000020	hermaphrodite	organism	WBbt	WBbt:0007833	530-680	minute	cleavage of the egg cell	Illumina sequencing of C. elegans N2 early embryo EE_50-570 polyA+ RNAseq random  fragment library  Make eggs, hatch in the absence of food to get them all in L1 arrest, add food  and wait 50 hours. Eggs are then harvested from the adults -- just a few have  an egg or two. Then the eggs are incubated for 570 minutes.  This sample is one of a series of developmental timepoints for N2_EE_50 samples.   This sample is available through the modENCODE DCC (www.modencode.org) as: N2_EE_50-570  Local library name: N2_EE_50-570  Quality values are ASCII encoded Phred + 33.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	  	SRS266261 extract_PAIRED	N2_EE_50-570	cDNA	TRANSCRIPTOMIC	EST	PAIRED	P-MTAB-40471	UWGS-RW	SRX099973	sequencing assay	53	SRX099973	Illumina HiSeq 2000	08/10/2011	SRR350988_2	SRR350988	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR350/SRR350988/SRR350988_2.fastq.gz	3-fold embryo Ce	WBls	WBls:0000020	hermaphrodite	organism	WBbt	WBbt:0007833
SRS266261	SRS266261	Caenorhabditis elegans N2 early embryo EE_50-570 RNA library	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	3-fold embryo Ce	WBls	WBls:0000020	hermaphrodite	organism	WBbt	WBbt:0007833	530-680	minute	cleavage of the egg cell	Illumina sequencing of C. elegans N2 early embryo EE_50-570 polyA+ RNAseq random  fragment library  Make eggs, hatch in the absence of food to get them all in L1 arrest, add food  and wait 50 hours. Eggs are then harvested from the adults -- just a few have  an egg or two. Then the eggs are incubated for 570 minutes.  This sample is one of a series of developmental timepoints for N2_EE_50 samples.   This sample is available through the modENCODE DCC (www.modencode.org) as: N2_EE_50-570  Local library name: N2_EE_50-570  Quality values are ASCII encoded Phred + 33.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	  	SRS266261 extract_SINGLE	N2_EE_50-570	cDNA	TRANSCRIPTOMIC	EST	SINGLE	P-MTAB-40471	UWGS-RW	SRX099974	sequencing assay	53	SRX099974	Illumina HiSeq 2000	08/10/2011	SRR350989	SRR350989	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR350/SRR350989/SRR350989.fastq.gz	3-fold embryo Ce	WBls	WBls:0000020	hermaphrodite	organism	WBbt	WBbt:0007833
SRS266261	SRS266261	Caenorhabditis elegans N2 early embryo EE_50-570 RNA library	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	3-fold embryo Ce	WBls	WBls:0000020	hermaphrodite	organism	WBbt	WBbt:0007833	530-680	minute	cleavage of the egg cell	Illumina sequencing of C. elegans N2 early embryo EE_50-570 polyA+ RNAseq random  fragment library  Make eggs, hatch in the absence of food to get them all in L1 arrest, add food  and wait 50 hours. Eggs are then harvested from the adults -- just a few have  an egg or two. Then the eggs are incubated for 570 minutes.  This sample is one of a series of developmental timepoints for N2_EE_50 samples.   This sample is available through the modENCODE DCC (www.modencode.org) as: N2_EE_50-570  Local library name: N2_EE_50-570  Quality values are ASCII encoded Phred + 33.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	  	SRS266261 extract_PAIRED	N2_EE_50-570	cDNA	TRANSCRIPTOMIC	EST	PAIRED	P-MTAB-40471	UWGS-RW	SRX103671	sequencing assay	53	SRX103671	Illumina HiSeq 2000	01/11/2011	SRR359089_1	SRR359089	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR359/SRR359089/SRR359089_1.fastq.gz	3-fold embryo Ce	WBls	WBls:0000020	hermaphrodite	organism	WBbt	WBbt:0007833
SRS266261	SRS266261	Caenorhabditis elegans N2 early embryo EE_50-570 RNA library	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	3-fold embryo Ce	WBls	WBls:0000020	hermaphrodite	organism	WBbt	WBbt:0007833	530-680	minute	cleavage of the egg cell	Illumina sequencing of C. elegans N2 early embryo EE_50-570 polyA+ RNAseq random  fragment library  Make eggs, hatch in the absence of food to get them all in L1 arrest, add food  and wait 50 hours. Eggs are then harvested from the adults -- just a few have  an egg or two. Then the eggs are incubated for 570 minutes.  This sample is one of a series of developmental timepoints for N2_EE_50 samples.   This sample is available through the modENCODE DCC (www.modencode.org) as: N2_EE_50-570  Local library name: N2_EE_50-570  Quality values are ASCII encoded Phred + 33.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	  	SRS266261 extract_PAIRED	N2_EE_50-570	cDNA	TRANSCRIPTOMIC	EST	PAIRED	P-MTAB-40471	UWGS-RW	SRX103671	sequencing assay	53	SRX103671	Illumina HiSeq 2000	01/11/2011	SRR359089_2	SRR359089	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR359/SRR359089/SRR359089_2.fastq.gz	3-fold embryo Ce	WBls	WBls:0000020	hermaphrodite	organism	WBbt	WBbt:0007833
SRS266262	SRS266262	Caenorhabditis elegans N2 early embryo EE_50-600 RNA library	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	3-fold embryo Ce	WBls	WBls:0000020	hermaphrodite	organism	WBbt	WBbt:0007833	560-710	minute	cleavage of the egg cell	Illumina sequencing of C. elegans N2 early embryo EE_50-600 polyA+ RNAseq random  fragment library  Make eggs, hatch in the absence of food to get them all in L1 arrest, add food  and wait 50 hours. Eggs are then harvested from the adults -- just a few have  an egg or two. Then the eggs are incubated for 600 minutes.  This sample is one of a series of developmental timepoints for N2_EE_50 samples.   This sample is available through the modENCODE DCC (www.modencode.org) as: N2_EE_50-600  Local library name: N2_EE_50-600  Quality values are ASCII encoded Phred + 33.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	  	SRS266262 extract_PAIRED	N2_EE_50-600	cDNA	TRANSCRIPTOMIC	EST	PAIRED	P-MTAB-40471	UWGS-RW	SRX099975	sequencing assay	54	SRX099975	Illumina HiSeq 2000	08/10/2011	SRR350990_1	SRR350990	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR350/SRR350990/SRR350990_1.fastq.gz	3-fold embryo Ce	WBls	WBls:0000020	hermaphrodite	organism	WBbt	WBbt:0007833
SRS266262	SRS266262	Caenorhabditis elegans N2 early embryo EE_50-600 RNA library	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	3-fold embryo Ce	WBls	WBls:0000020	hermaphrodite	organism	WBbt	WBbt:0007833	560-710	minute	cleavage of the egg cell	Illumina sequencing of C. elegans N2 early embryo EE_50-600 polyA+ RNAseq random  fragment library  Make eggs, hatch in the absence of food to get them all in L1 arrest, add food  and wait 50 hours. Eggs are then harvested from the adults -- just a few have  an egg or two. Then the eggs are incubated for 600 minutes.  This sample is one of a series of developmental timepoints for N2_EE_50 samples.   This sample is available through the modENCODE DCC (www.modencode.org) as: N2_EE_50-600  Local library name: N2_EE_50-600  Quality values are ASCII encoded Phred + 33.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	  	SRS266262 extract_PAIRED	N2_EE_50-600	cDNA	TRANSCRIPTOMIC	EST	PAIRED	P-MTAB-40471	UWGS-RW	SRX099975	sequencing assay	54	SRX099975	Illumina HiSeq 2000	08/10/2011	SRR350990_2	SRR350990	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR350/SRR350990/SRR350990_2.fastq.gz	3-fold embryo Ce	WBls	WBls:0000020	hermaphrodite	organism	WBbt	WBbt:0007833
SRS266262	SRS266262	Caenorhabditis elegans N2 early embryo EE_50-600 RNA library	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	3-fold embryo Ce	WBls	WBls:0000020	hermaphrodite	organism	WBbt	WBbt:0007833	560-710	minute	cleavage of the egg cell	Illumina sequencing of C. elegans N2 early embryo EE_50-600 polyA+ RNAseq random  fragment library  Make eggs, hatch in the absence of food to get them all in L1 arrest, add food  and wait 50 hours. Eggs are then harvested from the adults -- just a few have  an egg or two. Then the eggs are incubated for 600 minutes.  This sample is one of a series of developmental timepoints for N2_EE_50 samples.   This sample is available through the modENCODE DCC (www.modencode.org) as: N2_EE_50-600  Local library name: N2_EE_50-600  Quality values are ASCII encoded Phred + 33.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	  	SRS266262 extract_PAIRED	N2_EE_50-600	cDNA	TRANSCRIPTOMIC	EST	PAIRED	P-MTAB-40471	UWGS-RW	SRX099975	sequencing assay	54	SRX099975	Illumina HiSeq 2000	08/10/2011	SRR350991_1	SRR350991	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR350/SRR350991/SRR350991_1.fastq.gz	3-fold embryo Ce	WBls	WBls:0000020	hermaphrodite	organism	WBbt	WBbt:0007833
SRS266262	SRS266262	Caenorhabditis elegans N2 early embryo EE_50-600 RNA library	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	3-fold embryo Ce	WBls	WBls:0000020	hermaphrodite	organism	WBbt	WBbt:0007833	560-710	minute	cleavage of the egg cell	Illumina sequencing of C. elegans N2 early embryo EE_50-600 polyA+ RNAseq random  fragment library  Make eggs, hatch in the absence of food to get them all in L1 arrest, add food  and wait 50 hours. Eggs are then harvested from the adults -- just a few have  an egg or two. Then the eggs are incubated for 600 minutes.  This sample is one of a series of developmental timepoints for N2_EE_50 samples.   This sample is available through the modENCODE DCC (www.modencode.org) as: N2_EE_50-600  Local library name: N2_EE_50-600  Quality values are ASCII encoded Phred + 33.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	  	SRS266262 extract_PAIRED	N2_EE_50-600	cDNA	TRANSCRIPTOMIC	EST	PAIRED	P-MTAB-40471	UWGS-RW	SRX099975	sequencing assay	54	SRX099975	Illumina HiSeq 2000	08/10/2011	SRR350991_2	SRR350991	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR350/SRR350991/SRR350991_2.fastq.gz	3-fold embryo Ce	WBls	WBls:0000020	hermaphrodite	organism	WBbt	WBbt:0007833
SRS266262	SRS266262	Caenorhabditis elegans N2 early embryo EE_50-600 RNA library	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	3-fold embryo Ce	WBls	WBls:0000020	hermaphrodite	organism	WBbt	WBbt:0007833	560-710	minute	cleavage of the egg cell	Illumina sequencing of C. elegans N2 early embryo EE_50-600 polyA+ RNAseq random  fragment library  Make eggs, hatch in the absence of food to get them all in L1 arrest, add food  and wait 50 hours. Eggs are then harvested from the adults -- just a few have  an egg or two. Then the eggs are incubated for 600 minutes.  This sample is one of a series of developmental timepoints for N2_EE_50 samples.   This sample is available through the modENCODE DCC (www.modencode.org) as: N2_EE_50-600  Local library name: N2_EE_50-600  Quality values are ASCII encoded Phred + 33.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	  	SRS266262 extract_SINGLE	N2_EE_50-600	cDNA	TRANSCRIPTOMIC	EST	SINGLE	P-MTAB-40471	UWGS-RW	SRX099977	sequencing assay	54	SRX099977	Illumina HiSeq 2000	08/10/2011	SRR350992	SRR350992	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR350/SRR350992/SRR350992.fastq.gz	3-fold embryo Ce	WBls	WBls:0000020	hermaphrodite	organism	WBbt	WBbt:0007833
